color,fuelTypeId,id,km,make,makeId,province,provinceId,title,transmissionType,transmissionTypeId,year,brand,brand_id,model,model_id,price,seller_type,bodyType,cubicCapacity,doors,hp,acceleration,consumptionAverage,consumptionExtraUrban,consumptionUrban,emissions,fuelTankCapacity,height,length,luggageCapacity,manufacturerPrice,seats,topSpeed,weight,width
COMMON.COLOR_GRAY,4,51203080,75000,HYUNDAI,18,Asturias,33,HYUNDAI IONIQ 1.6 GDI HEV Klass LE DT 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,HYUNDAI,18,IONIQ,1202.0,20500,profesional,BODY_TYPE_SEDAN,1580.0,5.0,141.0,11.1,3.6,3.8,3.6,85.0,45.0,1450.0,4470.0,563.0,27045,5.0,185.0,1361.0,1820.0
COMMON.COLOR_GRAY,1,51256532,61635,HYUNDAI,18,Valencia,46,HYUNDAI TUCSON 2.0 CRDi 100kW 136CV Kosmo 4x4 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,22899,profesional,BODY_TYPE_4X4,1995.0,5.0,136.0,10.9,5.2,4.8,6.0,139.0,62.0,1660.0,4475.0,513.0,34965,5.0,184.0,1587.0,1850.0
COMMON.COLOR_GRAY,2,51329318,75224,HYUNDAI,18,Barcelona,8,HYUNDAI i20 1.2 MPI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,i20,928.0,10999,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,16215,5.0,170.0,1040.0,1734.0
COMMON.COLOR_BLUE,2,51271887,43521,HYUNDAI,18,Barcelona,8,HYUNDAI i20 1.2 MPI Fresh 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i20,928.0,10999,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,15565,5.0,170.0,1040.0,1734.0
COMMON.COLOR_WHITE,2,51188062,34079,HYUNDAI,18,Valencia,46,HYUNDAI i10 1.0 Tecno 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i10,885.0,10899,profesional,BODY_TYPE_SEDAN,998.0,5.0,66.0,14.7,5.1,4.3,6.6,117.0,40.0,1500.0,3665.0,252.0,13725,5.0,155.0,1008.0,1660.0
COMMON.COLOR_GRAY,2,51262459,81285,HYUNDAI,18,Barcelona,8,HYUNDAI i20 1.2 MPI 25 Aniversario 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,i20,928.0,10599,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,15365,5.0,170.0,1040.0,1734.0
COMMON.COLOR_BLACK,1,51306041,89417,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BD Go Sky 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,20490,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,32205,5.0,176.0,1425.0,1850.0
COMMON.COLOR_GRAY,1,50627503,67595,HYUNDAI,18,Albacete,2,HYUNDAI TUCSON 1.7CRDi 85kW 115CV BlueDrive Kosmo 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,24990,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,31465,5.0,176.0,1425.0,1850.0
COMMON.COLOR_WHITE,2,51080075,25567,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.2 MPI Essence 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i20,928.0,11999,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,15465,5.0,170.0,1040.0,1734.0
COMMON.COLOR_WHITE,2,51277261,40000,HYUNDAI,18,Pontevedra,36,HYUNDAI i30 2.0 TGDI N Performance 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i30,622.0,27990,profesional,BODY_TYPE_SEDAN,1998.0,5.0,275.0,6.1,7.1,5.7,9.7,178.0,50.0,1447.0,4335.0,381.0,38950,5.0,250.0,1429.0,1795.0
COMMON.COLOR_WHITE,2,50855439,56063,HYUNDAI,18,Valencia,46,HYUNDAI i20 1.0TGDI 74kW 100CV Go Plus 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i20,928.0,13899,profesional,BODY_TYPE_SEDAN,998.0,5.0,100.0,10.9,4.6,3.9,5.8,107.0,50.0,1474.0,4035.0,326.0,18935,5.0,186.0,1065.0,1734.0
COMMON.COLOR_RED,2,51366871,61919,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.2 MPI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,i20,928.0,9750,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,15750,5.0,170.0,980.0,1734.0
COMMON.COLOR_RED,4,51162903,19995,HYUNDAI,18,Toledo,45,HYUNDAI i30 1.6 CRDI 100kW 48V Tecno Fastback DCT 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,i30,622.0,21990,profesional,BODY_TYPE_SEDAN,1598.0,5.0,136.0,10.4,4.4,4.2,4.9,99.0,50.0,1425.0,4455.0,450.0,31265,5.0,200.0,1365.0,1795.0
COMMON.COLOR_WHITE,2,51366843,23389,HYUNDAI,18,Sevilla,41,HYUNDAI Kona 1.0 TGDi Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,Kona,1239.0,16800,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.2,4.7,6.0,117.0,50.0,1565.0,4165.0,361.0,22940,5.0,181.0,1233.0,1800.0
COMMON.COLOR_BROWN,1,51366834,48357,HYUNDAI,18,Vizcaya,48,HYUNDAI Santa Fe 2.0 CRDi Essence 4x2 DK 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,Santa Fe,425.0,35950,profesional,BODY_TYPE_4X4,1995.0,5.0,150.0,10.3,5.6,5.1,6.4,147.0,71.0,1680.0,4770.0,547.0,35400,7.0,193.0,1820.0,1890.0
COMMON.COLOR_GRAY,1,51126025,151320,HYUNDAI,18,Castellón,12,HYUNDAI Kona 1.6 CRDi 85kW 115CV Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,Kona,1239.0,16900,profesional,BODY_TYPE_4X4,1598.0,5.0,115.0,10.7,4.1,3.9,4.8,108.0,50.0,1565.0,4165.0,361.0,22840,5.0,183.0,1318.0,1800.0
COMMON.COLOR_WHITE,2,51303887,31879,HYUNDAI,18,Barcelona,8,HYUNDAI i30 1.0 TGDI Link 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i30,622.0,14199,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,4.9,4.4,5.6,112.0,50.0,1455.0,4340.0,395.0,21675,5.0,190.0,1268.0,1795.0
COMMON.COLOR_GRAY,2,51366791,12961,HYUNDAI,18,Navarra,31,HYUNDAI i40 1.6 GDi Klass 4p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,i40,1000.0,19800,profesional,BODY_TYPE_SEDAN,1591.0,4.0,135.0,11.5,6.7,5.9,8.0,153.0,70.0,1470.0,4745.0,505.0,27695,5.0,197.0,1402.0,1815.0
COMMON.COLOR_WHITE,2,51366760,35720,HYUNDAI,18,Navarra,31,HYUNDAI i30 1.0 TGDI Link Fastback 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,15900,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.5,5.2,4.6,6.0,120.0,50.0,1425.0,4455.0,450.0,22715,5.0,188.0,1242.0,1795.0
COMMON.COLOR_RED,1,51090869,36153,HYUNDAI,18,Madrid,28,HYUNDAI Santa Fe 2.0 CRDi Essence 4x2 7S 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Santa Fe,425.0,28799,profesional,BODY_TYPE_4X4,1995.0,5.0,150.0,11.2,5.8,5.2,6.8,154.0,64.0,1675.0,4700.0,585.0,34515,7.0,187.0,1770.0,1880.0
COMMON.COLOR_WHITE,2,51366753,31670,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.2 MPI 55kW 75CV Essence LE 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i20,928.0,11900,profesional,BODY_TYPE_SEDAN,1248.0,5.0,75.0,13.6,5.7,4.8,7.1,130.0,50.0,1474.0,4035.0,301.0,16815,5.0,160.0,1040.0,1734.0
COMMON.COLOR_WHITE,1,51366755,52735,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.4 CRDi Tecno 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,i20,928.0,12150,profesional,BODY_TYPE_SEDAN,1396.0,5.0,90.0,12.1,4.1,3.5,4.9,106.0,50.0,1474.0,4035.0,301.0,19465,5.0,175.0,1165.0,1734.0
COMMON.COLOR_BROWN,1,51366723,48357,HYUNDAI,18,Vizcaya,48,HYUNDAI Santa Fe 2.0 CRDi Essence 4x2 DK 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,Santa Fe,425.0,35950,profesional,BODY_TYPE_4X4,1995.0,5.0,150.0,10.3,5.6,5.1,6.4,147.0,71.0,1680.0,4770.0,547.0,35400,7.0,193.0,1820.0,1890.0
COMMON.COLOR_BLUE,1,51270720,110000,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.7CRDi 85kW 115CV BlueDrive Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,17900,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,30065,5.0,176.0,1425.0,1850.0
COMMON.COLOR_BLUE,1,51114253,134000,HYUNDAI,18,Madrid,28,HYUNDAI Santa Fe 2.2 CRDi Tecno 4x4 7S 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,Santa Fe,425.0,22700,profesional,BODY_TYPE_4X4,2199.0,5.0,200.0,10.0,6.0,5.3,8.0,159.0,64.0,1690.0,4700.0,585.0,44575,7.0,203.0,1839.0,1880.0
COMMON.COLOR_BLUE,2,51303916,14290,HYUNDAI,18,Barcelona,8,HYUNDAI i30 1.0 TGDI Tecno 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i30,622.0,15999,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,5.2,4.5,6.3,119.0,50.0,1455.0,4340.0,395.0,24475,5.0,190.0,1220.0,1795.0
COMMON.COLOR_WHITE,1,51366697,103000,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.6 CRDI 85kW 116CV 48V SLE 4X2,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,TUCSON,529.0,20000,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.3,4.2,4.6,114.0,62.0,1660.0,4480.0,513.0,31615,5.0,175.0,1507.0,1850.0
COMMON.COLOR_RED,1,51114200,138000,HYUNDAI,18,Madrid,28,HYUNDAI i30 1.4 CRDi SLE 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,HYUNDAI,18,i30,622.0,9500,profesional,BODY_TYPE_SEDAN,1396.0,5.0,90.0,13.2,4.3,3.8,5.4,114.0,53.0,1470.0,4300.0,378.0,21040,5.0,170.0,1355.0,1780.0
COMMON.COLOR_GRAY,2,51271944,43837,HYUNDAI,18,Barcelona,8,HYUNDAI i30 1.4 TGDI Tecno Tech 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i30,622.0,16699,profesional,BODY_TYPE_SEDAN,1353.0,5.0,140.0,8.9,5.0,4.4,6.1,114.0,50.0,1455.0,4340.0,395.0,24975,5.0,210.0,1279.0,1795.0
COMMON.COLOR_WHITE,4,51366625,40000,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.6 CRDI 100kW 136CV 48V NLine 4X2 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,HYUNDAI,18,TUCSON,529.0,29900,profesional,BODY_TYPE_4X4,1598.0,5.0,136.0,11.8,4.3,4.1,4.5,113.0,58.0,1660.0,4480.0,513.0,35765,5.0,180.0,1507.0,1850.0
COMMON.COLOR_BROWN,2,51243891,59000,HYUNDAI,18,Madrid,28,HYUNDAI i20 1.2 MPI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,i20,928.0,10450,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,16165,5.0,170.0,1040.0,1734.0
COMMON.COLOR_GRAY,1,51028328,94673,HYUNDAI,18,Jaén,23,HYUNDAI i30 1.4 CRDi Base 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,i30,622.0,10990,profesional,BODY_TYPE_SEDAN,1396.0,5.0,90.0,13.2,4.1,3.5,5.3,109.0,53.0,1470.0,4300.0,378.0,17790,5.0,170.0,1280.0,1780.0
COMMON.COLOR_BLUE,2,51081838,44460,HYUNDAI,18,Barcelona,8,HYUNDAI Kona 1.0 TGDi Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,Kona,1239.0,17900,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.2,4.7,6.0,117.0,50.0,1565.0,4165.0,361.0,22840,5.0,181.0,1233.0,1800.0
COMMON.COLOR_WHITE,2,50917185,46500,HYUNDAI,18,Barcelona,8,HYUNDAI Kona 1.0 TGDI SLE 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,Kona,1239.0,17900,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.5,4.9,6.5,120.0,50.0,1565.0,4165.0,361.0,22590,5.0,181.0,1223.0,1800.0
COMMON.COLOR_BLUE,2,50668665,16400,HYUNDAI,18,Barcelona,8,HYUNDAI i30 2.0 TGDI 202kW 275CV N Performance 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,i30,622.0,33900,profesional,BODY_TYPE_SEDAN,1998.0,5.0,275.0,6.1,7.1,5.7,9.7,178.0,50.0,1447.0,4335.0,381.0,39350,5.0,250.0,1429.0,1795.0
COMMON.COLOR_RED,1,51366431,180000,HYUNDAI,18,Madrid,28,HYUNDAI i30 1.6 CRDi VGT 90 Comfort,COMMON.TRANSMISSION_MANUAL,2,2010,HYUNDAI,18,i30,622.0,5999,profesional,BODY_TYPE_SEDAN,1582.0,5.0,90.0,14.9,4.7,4.1,5.7,125.0,53.0,1480.0,4245.0,340.0,18050,5.0,172.0,1266.0,1775.0
COMMON.COLOR_BLACK,4,51235734,107000,HYUNDAI,18,Madrid,28,HYUNDAI IONIQ 1.6 GDI HEV Style DCT con trailer pack 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,HYUNDAI,18,IONIQ,1202.0,16450,profesional,BODY_TYPE_SEDAN,1580.0,5.0,141.0,11.1,3.9,3.9,3.9,92.0,45.0,1450.0,4470.0,563.0,30325,5.0,185.0,1370.0,1820.0
COMMON.COLOR_BLACK,2,51366356,31000,HYUNDAI,18,Málaga,29,HYUNDAI TUCSON 1.6 GDI 97kW 131CV Essence BE 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,TUCSON,529.0,22999,profesional,BODY_TYPE_4X4,1591.0,5.0,132.0,11.5,6.8,6.1,8.1,157.0,62.0,1655.0,4480.0,513.0,25050,5.0,182.0,1414.0,1850.0
COMMON.COLOR_GRAY,2,51366333,20000,HYUNDAI,18,Málaga,29,HYUNDAI TUCSON 1.6 GDI 97kW 131CV Essence BE 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,TUCSON,529.0,19999,profesional,BODY_TYPE_4X4,1591.0,5.0,132.0,11.5,6.8,6.1,8.1,157.0,62.0,1655.0,4480.0,513.0,25050,5.0,182.0,1414.0,1850.0
COMMON.COLOR_WHITE,1,51366286,147000,HYUNDAI,18,Murcia,30,HYUNDAI ix35 1.7 CRDi Go Nav 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,ix35,961.0,13490,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,12.4,5.3,4.8,6.3,139.0,58.0,1670.0,4410.0,465.0,28050,5.0,173.0,1415.0,1820.0
COMMON.COLOR_BLACK,1,51366144,250000,HYUNDAI,18,Madrid,28,HYUNDAI ix20 1.6 CRDI GLS 115cv Sport,COMMON.TRANSMISSION_MANUAL,2,2012,HYUNDAI,18,ix20,980.0,4990,profesional,BODY_TYPE_MINIVAN,1582.0,5.0,115.0,11.5,4.7,4.2,5.7,125.0,48.0,1600.0,4100.0,440.0,19590,5.0,182.0,1281.0,1765.0
COMMON.COLOR_BROWN,1,51366062,48357,HYUNDAI,18,Valencia,46,HYUNDAI Santa Fe 2.0 CRDi Essence 4x2 DK 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,Santa Fe,425.0,35950,profesional,BODY_TYPE_4X4,1995.0,5.0,150.0,10.3,5.6,5.1,6.4,147.0,71.0,1680.0,4770.0,547.0,35400,7.0,193.0,1820.0,1890.0
COMMON.COLOR_WHITE,2,50923756,15099,HYUNDAI,18,Valencia,46,HYUNDAI i30 1.0 TGDI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i30,622.0,16199,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,5.2,4.5,6.3,119.0,50.0,1455.0,4340.0,395.0,22725,5.0,190.0,1220.0,1795.0
COMMON.COLOR_WHITE,2,51309657,36731,HYUNDAI,18,Tarragona,43,HYUNDAI i20 1.0 TGDI 74kW 100CV Essence LE 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,HYUNDAI,18,i20,928.0,14490,profesional,BODY_TYPE_SEDAN,998.0,5.0,100.0,10.8,5.0,4.5,5.8,114.0,50.0,1474.0,4035.0,326.0,17215,5.0,188.0,1040.0,1734.0
COMMON.COLOR_BLUE,2,51290945,17357,HYUNDAI,18,Málaga,29,HYUNDAI i20 1.2 MPI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i20,928.0,12899,profesional,BODY_TYPE_SEDAN,1248.0,5.0,84.0,13.1,4.8,4.1,6.0,112.0,50.0,1474.0,4035.0,301.0,16265,5.0,170.0,1040.0,1734.0
COMMON.COLOR_GRAY,2,50963071,90458,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.6 GDi BlueDrive 25 Aniversario 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,17299,profesional,BODY_TYPE_4X4,1591.0,5.0,131.0,11.5,6.3,5.4,7.9,147.0,62.0,1660.0,4475.0,513.0,26445,5.0,182.0,1379.0,1850.0
COMMON.COLOR_WHITE,1,51365874,125000,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 2.0 CRDi 100kW 136CV Go 4x4 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,20900,profesional,BODY_TYPE_4X4,1995.0,5.0,136.0,10.9,5.2,4.8,6.0,139.0,62.0,1660.0,4475.0,513.0,35015,5.0,184.0,1587.0,1850.0
COMMON.COLOR_GRAY,2,51365851,71000,HYUNDAI,18,Zaragoza,50,HYUNDAI i30 1.4 TGDI Tecno Fastback,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,16500,profesional,BODY_TYPE_SEDAN,1353.0,5.0,140.0,9.5,5.6,5.1,6.4,128.0,50.0,1425.0,4455.0,450.0,26465,5.0,203.0,1267.0,1795.0
COMMON.COLOR_WHITE,2,51365826,70514,HYUNDAI,18,Zaragoza,50,HYUNDAI i20 i20 1.2 L PBT Classic AA Key 5p.,COMMON.TRANSMISSION_MANUAL,2,2011,HYUNDAI,18,i20,928.0,6900,profesional,BODY_TYPE_SEDAN,1248.0,5.0,78.0,12.9,5.1,4.3,6.5,119.0,45.0,1490.0,3940.0,295.0,12600,5.0,170.0,945.0,1710.0
COMMON.COLOR_GRAY,2,51115654,31584,HYUNDAI,18,Valencia,46,HYUNDAI i30 1.0 TGDI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,15899,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,4.9,4.4,5.6,112.0,50.0,1455.0,4340.0,395.0,20500,5.0,190.0,1268.0,1795.0
COMMON.COLOR_BEIGE,1,51313213,59236,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BlueDrive Link 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,19100,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,28495,5.0,176.0,1425.0,1850.0
COMMON.COLOR_WHITE,2,50936726,82788,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.6 TGDi Link 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,18199,profesional,BODY_TYPE_4X4,1591.0,5.0,176.0,8.9,7.3,5.8,9.8,169.0,62.0,1660.0,4475.0,513.0,28745,5.0,205.0,1449.0,1850.0
COMMON.COLOR_WHITE,1,50822315,77054,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 2.0 CRDi 100kW BDrive Tecno Sky Safe 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,23990,profesional,BODY_TYPE_4X4,1995.0,5.0,136.0,10.6,4.9,4.4,5.7,132.0,62.0,1660.0,4475.0,513.0,34955,5.0,186.0,1529.0,1850.0
COMMON.COLOR_BEIGE,1,51365578,105000,HYUNDAI,18,Sevilla,41,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BD Tecno Sky 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,HYUNDAI,18,TUCSON,529.0,20500,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,31155,5.0,176.0,1425.0,1850.0
COMMON.COLOR_WHITE,4,51317564,21605,HYUNDAI,18,Barcelona,8,HYUNDAI TUCSON 1.6 CRDI 85kW 116CV 48V Tecno 4X2 5p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,TUCSON,529.0,24799,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,11.8,4.3,4.2,4.6,114.0,62.0,1660.0,4480.0,513.0,34065,5.0,175.0,1507.0,1850.0
COMMON.COLOR_WHITE,1,51365475,62000,HYUNDAI,18,Madrid,28,HYUNDAI i30 CW 1.6 CRDi 81kW 110CV Tecno 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,15990,profesional,BODY_TYPE_FAMILIAR,1582.0,5.0,110.0,11.3,3.8,3.6,4.2,99.0,50.0,1465.0,4585.0,602.0,26215,5.0,188.0,1310.0,1795.0
COMMON.COLOR_GRAY,2,51365452,12961,HYUNDAI,18,Murcia,30,HYUNDAI i40 1.6 GDi Klass 4p.,COMMON.TRANSMISSION_MANUAL,2,2020,HYUNDAI,18,i40,1000.0,19800,profesional,BODY_TYPE_SEDAN,1591.0,4.0,135.0,11.5,6.7,5.9,8.0,153.0,70.0,1470.0,4745.0,505.0,27695,5.0,197.0,1402.0,1815.0
COMMON.COLOR_BLACK,1,51365393,109000,HYUNDAI,18,Madrid,28,HYUNDAI i30 1.4 CRDi Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,i30,622.0,10000,profesional,BODY_TYPE_SEDAN,1396.0,5.0,90.0,13.5,4.2,3.7,5.1,109.0,53.0,1470.0,4300.0,378.0,20200,5.0,173.0,1282.0,1780.0
COMMON.COLOR_WHITE,2,51256923,26787,HYUNDAI,18,Málaga,29,HYUNDAI Kona 1.0 TGDi Klass 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,Kona,1239.0,16999,profesional,BODY_TYPE_4X4,998.0,5.0,120.0,12.0,5.5,4.9,6.5,124.0,50.0,1565.0,4165.0,361.0,21640,5.0,181.0,1233.0,1800.0
COMMON.COLOR_GRAY,2,50963875,90458,HYUNDAI,18,Málaga,29,HYUNDAI TUCSON 1.6 GDi BlueDrive 25 Aniversario 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,HYUNDAI,18,TUCSON,529.0,17299,profesional,BODY_TYPE_4X4,1591.0,5.0,131.0,11.5,6.3,5.4,7.9,147.0,62.0,1660.0,4475.0,513.0,26445,5.0,182.0,1379.0,1850.0
COMMON.COLOR_BEIGE,1,51217115,36029,HYUNDAI,18,Madrid,28,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BlueDrive Link 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,TUCSON,529.0,22990,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,13.7,4.6,4.2,5.4,119.0,62.0,1660.0,4475.0,513.0,28595,5.0,176.0,1425.0,1850.0
COMMON.COLOR_WHITE,1,51140520,100302,HYUNDAI,18,Madrid,28,HYUNDAI ix35 1.7 CRDi BlueDrive Kosmo Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,ix35,961.0,13799,profesional,BODY_TYPE_4X4,1685.0,5.0,115.0,12.4,5.2,4.8,6.0,135.0,58.0,1670.0,4410.0,465.0,27870,5.0,173.0,1415.0,1820.0
COMMON.COLOR_GRAY,2,51119952,46823,HYUNDAI,18,Barcelona,8,HYUNDAI i30 1.0 TGDI Klass 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,HYUNDAI,18,i30,622.0,13900,profesional,BODY_TYPE_SEDAN,998.0,5.0,120.0,11.1,4.9,4.4,5.6,112.0,50.0,1455.0,4340.0,395.0,20500,5.0,190.0,1268.0,1795.0
COMMON.COLOR_WHITE,1,51365214,114095,HYUNDAI,18,Valencia,46,HYUNDAI ix20 1.6 CRDi 115 CV Sport 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,ix20,980.0,9990,profesional,BODY_TYPE_MINIVAN,1582.0,5.0,115.0,11.5,4.4,4.0,5.1,117.0,48.0,1600.0,4100.0,440.0,20390,5.0,182.0,1281.0,1765.0
COMMON.COLOR_WHITE,2,51003811,92318,HYUNDAI,18,Barcelona,8,HYUNDAI ix35 1.6 GDi Tecno 4x2 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,HYUNDAI,18,ix35,961.0,13199,profesional,BODY_TYPE_4X4,1591.0,5.0,135.0,11.1,6.8,6.0,8.2,158.0,58.0,1660.0,4410.0,465.0,24800,5.0,178.0,1305.0,1820.0
